Pool Price,,,
,,,
,,,
,,,
Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
07/05/2021 09,49.97,112.61,9789
07/05/2021 10,64.13,112.66,10032
07/05/2021 11,65.39,112.71,10222
07/05/2021 12,69.44,112.77,10321
07/05/2021 13,70.92,112.83,10361
07/05/2021 14,79.35,112.9,10398
07/05/2021 15,81.91,112.97,10413
07/05/2021 16,71.18,113.04,10420
07/05/2021 17,69.26,113.09,10442
07/05/2021 18,68.57,113.15,10420
07/05/2021 19,68.31,113.2,10256
07/05/2021 20,55.21,113.24,10103
07/05/2021 21,35.73,113.25,9949
07/05/2021 22,50.09,113.27,9875
07/05/2021 23,55.45,113.29,9751
07/05/2021 24,58.15,113.31,9460
07/06/2021 01,49.87,113.34,9216
07/06/2021 02,50.3,113.37,9062
07/06/2021 03,43.35,113.4,8963
07/06/2021 04,38.74,113.42,8924
07/06/2021 05,44.88,113.46,8963
07/06/2021 06,48.89,113.52,9000
07/06/2021 07,56.62,113.58,9195
07/06/2021 08,47.16,113.61,9541
07/06/2021 09,55.27,113.65,9789
07/06/2021 10,142.81,113.81,9933
07/06/2021 11,85.02,113.88,10109
07/06/2021 12,110,113.98,10256
07/06/2021 13,154.41,114.14,10289
07/06/2021 14,147.19,114.27,10365
07/06/2021 15,222.92,114.51,10359
07/06/2021 16,382.19,114.97,10332
07/06/2021 17,350.88,115.36,10352
07/06/2021 18,319.96,115.67,10345
07/06/2021 19,167.44,115.8,10187
07/06/2021 20,99.52,115.87,10154
07/06/2021 21,81.22,115.92,10080
07/06/2021 22,78.83,115.96,9975
07/06/2021 23,70.15,116.01,9849
07/06/2021 24,97.63,116.1,9551
07/07/2021 01,62.65,116.14,9270
07/07/2021 02,59.53,116.18,9095
07/07/2021 03,57.4,116.22,8965
07/07/2021 04,48.53,116.24,8885
07/07/2021 05,58.35,116.28,8914
07/07/2021 06,58.02,116.32,8919
07/07/2021 07,59.63,116.36,9132
07/07/2021 08,56.36,116.39,9519
07/07/2021 09,60.54,116.42,9834
07/07/2021 10,61.55,116.46,10098
07/07/2021 11,342.01,116.87,10413
07/07/2021 12,651.13,117.71,10526
07/07/2021 13,714.87,118.64,10476
07/07/2021 14,805.29,119.7,10525
07/07/2021 15,999.54,121.04,10592
07/07/2021 16,999.99,122.38,10667
07/07/2021 17,999.99,123.7,10678
07/07/2021 18,999.99,125.02,10640
07/07/2021 19,698.35,125.93,10548
07/07/2021 20,555.84,126.65,10445
07/07/2021 21,138.06,126.78,10328
07/07/2021 22,57.44,126.79,10140
07/07/2021 23,58.03,126.8,9992
07/07/2021 24,54.27,126.79,9628
07/08/2021 01,52.36,126.78,9248
07/08/2021 02,54.55,126.78,9007
07/08/2021 03,47.75,126.79,8924
07/08/2021 04,48.76,126.8,8867
07/08/2021 05,47.39,126.8,8863
07/08/2021 06,47.24,126.8,8906
07/08/2021 07,51.65,126.8,9121
07/08/2021 08,56.01,126.8,9611
07/08/2021 09,58.97,126.72,10024
07/08/2021 10,63.89,126.51,10320
07/08/2021 11,101.27,126.47,10538
07/08/2021 12,122.73,126.42,10712
07/08/2021 13,260.39,126.42,10759
07/08/2021 14,512.69,126.95,10716
07/08/2021 15,293.71,126.96,10733
07/08/2021 16,387.96,127.32,10799
07/08/2021 17,392.82,127.57,10900
07/08/2021 18,450,127.94,10854
07/08/2021 19,304.54,128.15,10691
07/08/2021 20,255.84,128.35,10560
07/08/2021 21,214.56,128.55,10390
07/08/2021 22,78.47,128.58,10305
07/08/2021 23,78.47,128.61,10204
07/08/2021 24,74.68,128.65,9848
07/09/2021 01,60.71,128.68,9496
07/09/2021 02,56.12,128.7,9260
07/09/2021 03,48.65,128.71,9108
07/09/2021 04,53.12,128.73,9057
07/09/2021 05,55.9,128.76,9022
07/09/2021 06,51.71,128.78,8974
07/09/2021 07,50.09,128.79,9182
07/09/2021 08,54.81,128.79,9592
07/09/2021 09,66.14,128.81,10030
07/09/2021 10,71.55,128.84,10428
07/09/2021 11,105.7,128.8,10732
07/09/2021 12,455.64,129,10798
07/09/2021 13,410.03,129.21,10826
07/09/2021 14,421.45,129.44,10896
07/09/2021 15,366.28,129.59,10985
07/09/2021 16,481.35,130.17,11006
07/09/2021 17,333.29,130.44,11045
07/09/2021 18,297.85,130.59,10981
07/09/2021 19,300.99,130.92,10782
07/09/2021 20,336.91,131.32,10620
07/09/2021 21,458.81,131.88,10430
07/09/2021 22,141.54,132,10275
07/09/2021 23,115.21,132.09,10179
07/09/2021 24,103.38,132.17,9833
07/10/2021 01,80.9,132.23,9497
07/10/2021 02,67.12,132.27,9335
07/10/2021 03,61.9,132.3,9197
07/10/2021 04,50.05,132.32,9078
07/10/2021 05,40.29,132.32,8953
07/10/2021 06,36.82,132.32,8902
07/10/2021 07,36.71,132.32,8960
07/10/2021 08,32.16,132.31,9205
07/10/2021 09,43.98,132.32,9520
07/10/2021 10,57.52,132.33,9917
07/10/2021 11,60.43,132.34,10284
07/10/2021 12,71.28,132.34,10587
07/10/2021 13,70.96,132.37,10745
07/10/2021 14,89.54,132.42,10856
07/10/2021 15,92.7,132.47,10808
07/10/2021 16,72.15,132.5,10587
07/10/2021 17,83,132.54,10728
07/10/2021 18,83.67,132.58,10713
07/10/2021 19,93.09,132.64,10638
07/10/2021 20,70.92,132.67,10498
07/10/2021 21,62.87,132.7,10286
07/10/2021 22,59.42,132.72,10099
07/10/2021 23,56.14,132.73,9997
07/10/2021 24,56.76,132.76,9739
07/11/2021 01,47.32,132.79,9430
07/11/2021 02,36.76,132.8,9217
07/11/2021 03,27.22,132.8,9031
07/11/2021 04,24.92,132.79,8925
07/11/2021 05,27.84,132.79,8883
07/11/2021 06,36.37,132.81,8854
07/11/2021 07,37.91,132.82,8835
07/11/2021 08,39.96,132.84,9028
07/11/2021 09,41.22,132.84,9233
07/11/2021 10,39.4,132.85,9503
07/11/2021 11,35.96,132.86,9696
07/11/2021 12,37.95,132.85,9845
07/11/2021 13,36.46,132.65,9931
07/11/2021 14,37.66,132.2,10009
07/11/2021 15,58.58,132.13,10022
07/11/2021 16,61.71,132.11,10002
07/11/2021 17,85.07,132.12,10168
07/11/2021 18,116.83,132.19,10242
07/11/2021 19,86.4,132.24,10206
07/11/2021 20,88.02,132.25,10165
07/11/2021 21,70.88,132.24,9982
07/11/2021 22,62.58,132.25,9846
07/11/2021 23,62.06,132.25,9733
07/11/2021 24,60.7,132.25,9467
07/12/2021 01,46.78,132.25,9171
07/12/2021 02,41.47,132.24,8990
07/12/2021 03,39.14,132.24,8866
07/12/2021 04,37.95,132.23,8820
07/12/2021 05,40.04,132.23,8824
07/12/2021 06,39.52,132.23,8874
07/12/2021 07,45.28,132.23,9137
07/12/2021 08,46.69,132.22,9569
07/12/2021 09,56.92,132.23,9966
07/12/2021 10,62.87,132.26,10274
07/12/2021 11,74.66,132.31,10506
07/12/2021 12,88.23,132.38,10686
07/12/2021 13,107.77,132.47,10821
07/12/2021 14,289.08,132.82,10834
07/12/2021 15,360.86,133.27,10818
07/12/2021 16,386.57,133.75,10873
07/12/2021 17,540.11,134.43,10972
07/12/2021 18,703.68,135.34,11019
07/12/2021 19,673.16,136.21,10864
07/12/2021 20,360.39,136.61,10682
07/12/2021 21,167.92,136.73,10447
07/12/2021 22,80.92,136.77,10334
07/12/2021 23,65.03,136.79,10159
07/12/2021 24,60.64,136.8,9914
07/13/2021 01,61.84,136.81,9541
07/13/2021 02,59.84,136.82,9342
07/13/2021 03,60.96,136.82,9241
07/13/2021 04,57.1,136.82,9154
07/13/2021 05,61.03,136.82,9132
07/13/2021 06,61.55,136.84,9176
07/13/2021 07,60.05,136.87,9300
07/13/2021 08,56.61,136.89,9661
07/13/2021 09,62.21,136.91,10064
07/13/2021 10,75.42,136.95,10351
07/13/2021 11,181.14,137.13,10579
07/13/2021 12,406.96,137.62,10643
07/13/2021 13,428.53,138.13,10706
07/13/2021 14,353.41,138.52,10781
07/13/2021 15,432.76,139.01,10898
07/13/2021 16,427.85,139.48,10996
07/13/2021 17,432.16,139.78,11082
07/13/2021 18,439.46,139.74,11055
07/13/2021 19,388.98,139.77,10865
07/13/2021 20,173.83,139.59,10812
07/13/2021 21,86.16,139.52,10751
07/13/2021 22,69.58,139.54,10615
07/13/2021 23,60.5,139.55,10449
07/13/2021 24,55.73,139.56,10082
07/14/2021 01,48.8,139.58,9718
07/14/2021 02,44.16,139.59,9541
07/14/2021 03,41.94,139.6,9365
07/14/2021 04,50.21,139.63,9283
07/14/2021 05,56.07,139.66,9231
07/14/2021 06,57.48,139.69,9279
07/14/2021 07,59.84,139.72,9458
07/14/2021 08,43.02,139.71,9867
07/14/2021 09,58.44,139.71,10169
07/14/2021 10,62.11,139.7,10451
07/14/2021 11,65.62,139.62,10798
07/14/2021 12,98.3,139.44,10977
07/14/2021 13,137.46,139.28,11101
07/14/2021 14,327.6,138.88,11202
07/14/2021 15,373.89,138.43,11237
07/14/2021 16,641.48,138.34,11307
07/14/2021 17,967.55,138.8,11291
07/14/2021 18,999.99,139.34,11233
07/14/2021 19,999.99,139.81,11060
07/14/2021 20,969.61,140.21,10832
07/14/2021 21,753.35,140.58,10683
07/14/2021 22,106.63,140.18,10533
07/14/2021 23,71.93,140.05,10491
07/14/2021 24,65.95,140.03,10111
07/15/2021 01,65.9,140.04,9892
07/15/2021 02,61.84,140.05,9691
07/15/2021 03,59.61,140.06,9549
07/15/2021 04,60.19,140.07,9453
07/15/2021 05,58.23,140.08,9410
07/15/2021 06,58.66,140.09,9378
07/15/2021 07,58.66,140.08,9560
07/15/2021 08,56.85,140.08,9960
07/15/2021 09,58.46,140.09,10319
07/15/2021 10,61.95,140.1,10569
07/15/2021 11,62.89,140.13,10820
07/15/2021 12,63.52,140.15,10994
07/15/2021 13,63.6,140.18,11093
07/15/2021 14,104.8,140.24,11164
07/15/2021 15,433.33,140.75,11081
07/15/2021 16,434.95,141.26,11092
07/15/2021 17,430.65,141.77,11070
07/15/2021 18,517.63,142.38,11031
07/15/2021 19,366.87,142.82,10921
07/15/2021 20,297.33,143.17,10726
07/15/2021 21,97.11,143.23,10587
07/15/2021 22,61.77,143.26,10541
07/15/2021 23,55.59,143.29,10403
07/15/2021 24,54.36,143.31,10078
07/16/2021 01,57.71,143.33,9720
07/16/2021 02,46.74,143.33,9497
07/16/2021 03,47.45,143.32,9339
07/16/2021 04,34.92,143.31,9200
07/16/2021 05,29.57,143.29,9182
07/16/2021 06,40.03,143.29,9269
07/16/2021 07,44.86,143.29,9464
07/16/2021 08,47.84,143.28,9783
07/16/2021 09,52.33,143.28,10110
07/16/2021 10,53.54,143.28,10379
07/16/2021 11,60.8,143.28,10569
07/16/2021 12,58.09,143.27,10672
07/16/2021 13,60.95,143.28,10771
07/16/2021 14,62.56,143.29,10851
07/16/2021 15,64.7,143.3,10852
07/16/2021 16,67.76,143.32,10884
07/16/2021 17,73.57,143.35,10906
07/16/2021 18,64.45,143.35,10855
07/16/2021 19,64.03,143.36,10704
07/16/2021 20,62.63,143.36,10503
07/16/2021 21,57.3,143.26,10319
07/16/2021 22,52.54,143.23,10164
07/16/2021 23,54.8,143.24,10063
07/16/2021 24,53.66,143.25,9711
07/17/2021 01,45.82,143.24,9461
07/17/2021 02,38.18,143.22,9240
07/17/2021 03,38.98,143.22,9103
07/17/2021 04,46.34,143.22,9035
07/17/2021 05,31.63,143.2,8987
07/17/2021 06,35.99,143.19,8956
07/17/2021 07,28.01,143.13,8962
07/17/2021 08,32.98,143.09,9005
07/17/2021 09,42.56,143.04,9261
07/17/2021 10,51.25,142.97,9575
07/17/2021 11,53.94,142.94,9798
07/17/2021 12,56.42,142.91,9931
07/17/2021 13,61.66,142.89,10004
07/17/2021 14,61.63,142.9,9990
07/17/2021 15,61.49,142.92,10011
07/17/2021 16,61.92,142.94,10100
07/17/2021 17,62.8,142.97,10216
07/17/2021 18,62.88,142.99,10294
07/17/2021 19,62.83,143,10208
07/17/2021 20,62.22,143.01,10102
07/17/2021 21,60.95,143.02,9942
07/17/2021 22,44.23,143.01,9809
07/17/2021 23,38.62,142.98,9759
07/17/2021 24,37.63,142.96,9528
07/18/2021 01,48.26,142.92,9303
07/18/2021 02,54.6,142.91,9181
07/18/2021 03,60.54,142.91,9113
07/18/2021 04,62.56,142.92,9060
07/18/2021 05,61.78,142.93,9008
07/18/2021 06,61.2,142.93,9002
07/18/2021 07,58.87,142.93,8954
07/18/2021 08,60.96,142.92,9069
07/18/2021 09,61.21,142.89,9272
07/18/2021 10,61.95,142.86,9415
07/18/2021 11,61.67,142.8,9491
07/18/2021 12,61.14,142.7,9637
07/18/2021 13,61.62,142.38,9719
07/18/2021 14,57.76,142.25,9714
07/18/2021 15,53.39,141.71,9723
07/18/2021 16,60.36,141.24,9745
07/18/2021 17,62.37,141.03,9863
07/18/2021 18,62.64,140.85,9939
07/18/2021 19,62.61,140.74,9911
07/18/2021 20,69.21,140.73,9825
07/18/2021 21,85.75,140.73,9736
07/18/2021 22,66.18,140.74,9718
07/18/2021 23,62.93,140.74,9650
07/18/2021 24,62.28,140.74,9390
07/19/2021 01,51.98,140.74,9142
07/19/2021 02,59.69,140.75,8986
07/19/2021 03,59.92,140.77,8914
07/19/2021 04,60.64,140.8,8891
07/19/2021 05,62,140.83,8892
07/19/2021 06,57.56,140.85,8939
07/19/2021 07,46.3,140.85,9125
07/19/2021 08,55.66,140.87,9511
07/19/2021 09,61.2,140.9,9814
07/19/2021 10,62.19,140.92,10024
07/19/2021 11,79.25,140.98,10184
07/19/2021 12,70.01,141.01,10305
07/19/2021 13,74.03,141.03,10383
07/19/2021 14,65.99,141.02,10473
07/19/2021 15,102.43,141.03,10502
07/19/2021 16,107.91,141.05,10520
07/19/2021 17,329.65,141.36,10434
07/19/2021 18,304.94,141.6,10430
07/19/2021 19,94.03,141.57,10331
07/19/2021 20,81.5,141.56,10264
07/19/2021 21,65.77,141.53,10096
07/19/2021 22,64.43,141.52,10049
07/19/2021 23,76.68,141.53,9925
07/19/2021 24,62.3,141.53,9608
07/20/2021 01,66.03,141.54,9348
07/20/2021 02,62.74,141.56,9198
07/20/2021 03,63.39,141.59,9113
07/20/2021 04,55.93,141.61,9048
07/20/2021 05,54.5,141.62,9043
07/20/2021 06,60.61,141.65,9133
07/20/2021 07,63.81,141.67,9320
07/20/2021 08,62.03,141.7,9654
07/20/2021 09,65.54,141.72,9943
07/20/2021 10,64.94,141.75,10128
07/20/2021 11,66.23,141.76,10224
07/20/2021 12,63,141.78,10268
07/20/2021 13,63.51,141.79,10296
07/20/2021 14,63.17,141.79,10334
07/20/2021 15,62.94,141.8,10350
07/20/2021 16,63.06,141.81,10416
07/20/2021 17,65.17,141.78,10502
07/20/2021 18,86.76,141.77,10458
07/20/2021 19,84.95,141.77,10300
07/20/2021 20,84.33,141.77,10149
07/20/2021 21,69.66,141.71,10006
07/20/2021 22,54.02,141.65,9961
07/20/2021 23,66.05,141.65,9799
07/20/2021 24,65.99,141.65,9424
07/21/2021 01,59.46,141.66,9194
07/21/2021 02,57.99,141.67,9049
07/21/2021 03,59.01,141.69,8907
07/21/2021 04,60.64,141.72,8904
07/21/2021 05,63.07,141.75,8942
07/21/2021 06,61.94,141.79,9015
07/21/2021 07,55.65,141.81,9266
07/21/2021 08,62.82,141.84,9607
07/21/2021 09,62.43,141.86,9864
07/21/2021 10,62.57,141.88,9958
07/21/2021 11,67.7,141.9,10120
07/21/2021 12,83.45,141.94,10269
07/21/2021 13,83.64,141.98,10370
07/21/2021 14,70.4,141.98,10469
07/21/2021 15,70.16,141.91,10467
07/21/2021 16,70.5,141.75,10512
07/21/2021 17,69.61,141.44,10616
07/21/2021 18,69.8,140.68,10660
07/21/2021 19,64.39,139.95,10528
07/21/2021 20,70.88,139.39,10402
07/21/2021 21,219.94,139.17,10137
07/21/2021 22,98.77,139.17,10105
07/21/2021 23,84.75,139.21,9934
07/21/2021 24,63.26,139.2,9524
07/22/2021 01,63.47,139.22,9295
07/22/2021 02,63.11,139.25,9081
07/22/2021 03,48.98,139.26,8966
07/22/2021 04,39.44,139.25,8896
07/22/2021 05,49.26,139.27,8772
07/22/2021 06,48.82,139.29,8775
07/22/2021 07,58.64,139.33,8984
07/22/2021 08,55.85,139.35,9341
07/22/2021 09,55.97,139.37,9684
07/22/2021 10,57.94,139.37,9880
07/22/2021 11,64.02,139.38,10050
07/22/2021 12,64.49,139.35,10222
07/22/2021 13,64.51,139.28,10354
07/22/2021 14,64.98,139.19,10412
07/22/2021 15,63.68,139.2,10433
07/22/2021 16,59.94,139.21,10418
07/22/2021 17,57.38,139.13,10405
07/22/2021 18,61.73,139.1,10401
07/22/2021 19,63.73,139.09,10194
07/22/2021 20,65.92,139.11,9996
07/22/2021 21,68.55,139.13,9833
07/22/2021 22,63.59,139.15,9711
07/22/2021 23,61.41,139.17,9623
07/22/2021 24,60.03,139.2,9319
07/23/2021 01,52.12,139.23,9077
07/23/2021 02,54.17,139.27,8982
07/23/2021 03,47.28,139.3,8897
07/23/2021 04,45.56,139.33,8841
07/23/2021 05,49.21,139.36,8849
07/23/2021 06,53.86,139.4,8892
07/23/2021 07,56.86,139.44,9037
07/23/2021 08,52.48,139.47,9330
07/23/2021 09,56.16,139.49,9634
07/23/2021 10,61.21,139.51,9846
07/23/2021 11,65.02,139.53,10041
07/23/2021 12,62.92,139.54,10237
07/23/2021 13,54.11,139.52,10290
07/23/2021 14,58.18,139.5,10321
07/23/2021 15,62.07,139.48,10397
07/23/2021 16,64.7,139.42,10427
07/23/2021 17,70.96,139.35,10464
07/23/2021 18,73.21,139.27,10463
07/23/2021 19,84.58,139.23,10309
07/23/2021 20,69.77,139.18,10129
07/23/2021 21,85.15,139.22,9982
07/23/2021 22,65.35,139.23,9834
07/23/2021 23,63.37,139.24,9718
07/23/2021 24,64.08,139.26,9445
07/24/2021 01,63.14,139.28,9151
07/24/2021 02,62.59,139.3,8971
07/24/2021 03,65.5,139.32,8881
07/24/2021 04,65.42,139.35,8781
07/24/2021 05,66.09,139.37,8748
07/24/2021 06,66.95,139.41,8635
07/24/2021 07,66.92,139.44,8645
07/24/2021 08,65.73,139.46,8836
07/24/2021 09,66.16,139.48,9166
07/24/2021 10,67.44,139.49,9424
07/24/2021 11,67.49,139.5,9643
07/24/2021 12,69.58,139.52,9771
07/24/2021 13,90.43,139.57,9813
07/24/2021 14,67.27,139.56,9854
07/24/2021 15,87.02,139.56,9937
07/24/2021 16,125.66,139.59,10057
07/24/2021 17,225.06,139.76,10093
07/24/2021 18,275.45,139.96,10139
07/24/2021 19,143.25,140.06,10053
07/24/2021 20,112.23,140.12,9946
07/24/2021 21,82.71,140.14,9814
07/24/2021 22,66.29,140.14,9682
07/24/2021 23,63.73,140.13,9606
07/24/2021 24,65.73,140.14,9381
07/25/2021 01,65.32,140.16,9153
07/25/2021 02,64.39,140.18,8971
07/25/2021 03,60.86,140.21,8886
07/25/2021 04,61.44,140.23,8844
07/25/2021 05,60.31,140.27,8809
07/25/2021 06,62.71,140.31,8767
07/25/2021 07,60.01,140.35,8746
07/25/2021 08,48.64,140.35,8903
07/25/2021 09,60.88,140.36,9113
07/25/2021 10,65.65,140.38,9356
07/25/2021 11,75.8,140.41,9591
07/25/2021 12,101.63,140.49,9745
07/25/2021 13,199.26,140.69,9761
07/25/2021 14,148.08,140.82,9858
07/25/2021 15,155.8,140.96,9954
07/25/2021 16,157.36,141.1,10036
07/25/2021 17,247.61,141.33,10082
07/25/2021 18,308.1,141.6,10172
07/25/2021 19,321.33,141.87,10111
07/25/2021 20,297.06,142.08,9995
07/25/2021 21,163.69,142.11,9953
07/25/2021 22,79.36,142.06,9938
07/25/2021 23,68.66,142.01,9855
07/25/2021 24,52.79,141.98,9492
07/26/2021 01,54.06,141.96,9185
07/26/2021 02,46.54,141.95,9016
07/26/2021 03,56.84,141.97,8846
07/26/2021 04,38.7,141.97,8802
07/26/2021 05,51.52,142,8825
07/26/2021 06,50.45,142.04,8916
07/26/2021 07,64.59,142.08,9103
07/26/2021 08,62.44,142.11,9426
07/26/2021 09,66.46,142.13,9790
07/26/2021 10,71.55,142.16,10059
07/26/2021 11,111.01,142.23,10243
07/26/2021 12,225.05,142.46,10307
07/26/2021 13,259.51,142.74,10415
07/26/2021 14,611.92,143.43,10459
07/26/2021 15,378.97,143.37,10534
07/26/2021 16,622.02,143.96,10616
07/26/2021 17,640.99,144.59,10661
07/26/2021 18,703.41,145.22,10659
07/26/2021 19,347.92,145.23,10516
07/26/2021 20,115.84,144.94,10473
07/26/2021 21,66.38,144.78,10309
07/26/2021 22,65.57,144.79,10188
07/26/2021 23,67.24,144.79,10097
07/26/2021 24,67.62,144.77,9726
07/27/2021 01,67.22,144.78,9386
07/27/2021 02,65.44,144.79,9166
07/27/2021 03,58.99,144.81,8972
07/27/2021 04,57.93,144.83,8895
07/27/2021 05,54.21,144.85,8876
07/27/2021 06,55.46,144.87,8927
07/27/2021 07,54.09,144.89,9098
07/27/2021 08,40.67,144.89,9482
07/27/2021 09,63.78,144.9,9811
07/27/2021 10,66.15,144.92,10059
07/27/2021 11,66.55,144.94,10291
07/27/2021 12,67.09,144.96,10481
07/27/2021 13,67.77,144.96,10628
07/27/2021 14,67.9,144.98,10697
07/27/2021 15,72.34,144.91,10727
07/27/2021 16,241.98,144.9,10682
07/27/2021 17,417.89,145.13,10677
07/27/2021 18,452.31,145.25,10689
07/27/2021 19,346.27,145.06,10473
07/27/2021 20,226.64,144.54,10235
07/27/2021 21,73.5,143.79,10176
07/27/2021 22,78.5,143.65,10155
07/27/2021 23,79.08,143.67,9994
07/27/2021 24,71.23,143.7,9630
07/28/2021 01,63.08,143.72,9330
07/28/2021 02,60.12,143.75,9143
07/28/2021 03,59.19,143.79,8992
07/28/2021 04,59.01,143.83,8941
07/28/2021 05,60.97,143.87,8944
07/28/2021 06,62.54,143.91,9001
07/28/2021 07,66.17,143.95,9205
07/28/2021 08,59.23,143.96,9529
07/28/2021 09,59.8,143.95,9828
07/28/2021 10,77.6,143.89,10110
07/28/2021 11,130.62,143.8,10328
07/28/2021 12,120.48,143.68,10466
07/28/2021 13,155.55,142.97,10576
07/28/2021 14,208.09,142.29,10623
07/28/2021 15,203.33,141.47,10701
07/28/2021 16,258.71,140.54,10846
07/28/2021 17,394.35,139.8,10874
07/28/2021 18,558.84,139.21,10812
07/28/2021 19,318.85,138.58,10651
07/28/2021 20,203.9,137.7,10506
07/28/2021 21,119.93,136.99,10459
07/28/2021 22,78.48,136.34,10386
07/28/2021 23,70.45,136.28,10208
07/28/2021 24,55.59,136.27,9816
07/29/2021 01,41.14,136.21,9483
07/29/2021 02,38.93,136.16,9259
07/29/2021 03,47.18,136.14,9126
07/29/2021 04,53.46,136.13,9015
07/29/2021 05,47.33,136.12,9014
07/29/2021 06,52.93,136.11,9102
07/29/2021 07,58.11,136.12,9320
07/29/2021 08,60.75,136.11,9681
07/29/2021 09,65.52,136.09,10041
07/29/2021 10,91.51,136,10315
07/29/2021 11,139.78,135.18,10493
07/29/2021 12,132.85,134.62,10593
07/29/2021 13,238.3,134.2,10765
07/29/2021 14,282.31,133.71,10834
07/29/2021 15,260.82,132.85,10910
07/29/2021 16,162.83,131.82,10999
07/29/2021 17,160.03,130.67,11058
07/29/2021 18,326.99,129.73,10994
07/29/2021 19,527.61,129.21,10758
07/29/2021 20,237.6,128.67,10574
07/29/2021 21,103.19,128.05,10484
07/29/2021 22,109.43,128.03,10460
07/29/2021 23,115.88,127.91,10296
07/29/2021 24,86.68,127.92,9891
07/30/2021 01,101.12,127.98,9565
07/30/2021 02,72.91,128,9366
07/30/2021 03,81.19,128.05,9196
07/30/2021 04,86.64,128.12,9080
07/30/2021 05,86.58,128.19,9063
07/30/2021 06,94.61,128.27,9121
07/30/2021 07,112.27,128.35,9254
07/30/2021 08,103.26,128.41,9567
07/30/2021 09,90.96,128.41,9940
07/30/2021 10,245.6,128.38,10182
07/30/2021 11,330.62,127.9,10348
07/30/2021 12,183.81,127.29,10549
07/30/2021 13,182.19,126.69,10808
07/30/2021 14,231.06,126.26,10906
07/30/2021 15,253.29,125.81,10993
07/30/2021 16,341.56,125.46,10999
07/30/2021 17,338.13,125.15,10967
07/30/2021 18,736.72,125.39,10917
07/30/2021 19,540.52,125.43,10744
07/30/2021 20,298.04,125.14,10560
07/30/2021 21,109.33,124.74,10392
07/30/2021 22,92.57,124.76,10374
07/30/2021 23,123.1,124.83,10286
07/30/2021 24,124.8,124.91,9950
07/31/2021 01,114.93,125,9603
07/31/2021 02,115.47,125.1,9419
07/31/2021 03,100.25,125.2,9285
07/31/2021 04,105,125.3,9184
07/31/2021 05,84.93,125.37,9113
07/31/2021 06,64.65,125.41,9033
07/31/2021 07,58.08,125.43,9002
07/31/2021 08,49.45,125.44,9172
07/31/2021 09,59.23,125.44,9419
07/31/2021 10,64.13,125.45,9726
07/31/2021 11,65.14,125.43,10008
07/31/2021 12,80.61,125.43,10202
07/31/2021 13,106.14,125.44,10379
07/31/2021 14,154.33,125.49,10489
07/31/2021 15,146.18,125.53,10537
07/31/2021 16,129.79,125.45,10638
07/31/2021 17,143.1,125.17,10744
07/31/2021 18,165.02,124.65,10769
07/31/2021 19,172.11,124.3,10717
07/31/2021 20,123.93,124.18,10627
07/31/2021 21,75.49,124.17,10469
07/31/2021 22,67.5,124.17,10358
07/31/2021 23,74.21,124.19,10183
07/31/2021 24,72.61,124.2,9812
08/01/2021 01,60.99,124.23,9428
08/01/2021 02,53.85,124.24,9221
08/01/2021 03,48.82,124.23,9087
08/01/2021 04,55.08,124.23,8950
08/01/2021 05,59.08,124.26,8817
08/01/2021 06,61.54,124.29,8834
08/01/2021 07,57.75,124.3,8807
08/01/2021 08,50.83,124.31,8912
08/01/2021 09,55.14,124.3,9121
08/01/2021 10,63.92,124.28,9400
